doc_name,country,type_of_sentence,quote,action,public_evidence,client_evidence,due_diligence_level,entity_type,role,business_type
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,There is no requirement to proactively confirm that the client is not acting on their own behalf.,,,,[],[],[],[]
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where it appears a client is not acting on behalf of themselves, enquiries must be made to the client to confirm if this is the case.",Is there any evidence that the client is not acting on behalf of themselves?,,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Any individual who has control over the trust must be treated as a beneficial owner.,Are there any individuals who have control over the trust?,,Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Trust'],['Control party'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"For any legal entity similar to a trust, treat the equivalent roles of beneficiary, settlor, trustee, or individual who controls the entity as beneficial owners.",Is the client's legal form similar to a trust?,,Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where the legal entity is not a trust or similar arrangement, a partnership, controlled by shares, or a private individual, the beneficial owners are any individual who benefits from the property of the legal entity or arrangement.",Are there any individuals who benefit from the property of the client?,,Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where the legal entity is not a trust or similar arrangement, a partnership, controlled by shares, or a private individual, the beneficial owners are any individual who  exercises control over the property of the legal entity or arrangement.",Are there any individuals who have control over the property or funds of the client?,,Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']","['Client', 'Control party']","['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where the legal entity is not a trust or similar arrangement, a partnership, controlled by shares, or a private individual, the beneficial owners of any legal entity that benefits or exercises control over the legal entity should be treated as the beneficial owners.",Are there any individuals who benefit from or control legal entities that own the client?,,Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Other Legal Structure'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where a private individual is fronting the relationship with the firm on behalf of another private individual, treat both individuals as clients.",Does the relationship involve a private individual acting on behalf of another private individual?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],[],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"If due diligence information has been provided orally, the firm must document the detail of the conversation with the client and upload it to the client profile.",,,,[],[],[],[]
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where the Relationship Manager is unable to confirm the expected nature and purpose of the relationship, the client must confirm this information.",Why does the client wish to use the firm's products and services?,,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where the client's registered or business address changes, update the address, but do not delete the previous addresses.",What are the client's previous addresses?,Client's Audited Annual Report,Client's Audited Annual Report,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where a client or beneficial owner's identity has been verified using sources from a competent authority, this will only need to be reverified where there are doubts about the adequacy or veracity of this information, or where the information has changed.",Is the evidence used to verify the individual at the last review adequate and up to date?,,Client's Government issued photo ID, Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']","['Client', 'Beneficial Owner']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Record on the client profile the marital status and the number of dependents the client has.,What is the client's marital status?,,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Record on the client profile all known addresses for the client.,Please provide any other addresses,,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Record any criminal convictions or court orders related to the client. ,Has the client ever had any criminal convictions or court orders against them?,,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Record a list of financial institutions the client has relationships with.,What other financial institutions does the client have a relationship with?,,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"The source used to verify an individual will likely be a passport, driving licence, or other government issued photo ID.",,,Client's Government Issued photo ID, Beneficial owner's government issued photo ID, Board Members' Government Issued photo ID, Account Authorised Signatory Government Issued Photo ID, Controller's Government Issued Photo ID, Government issued photo ID for any individuals who have been authorised by the client to give instructions for the movement of funds or assets in the client relationship with the firm., Government issued photo ID for main cardholder, Control parties' Government Issued photo ID., Government Issued photo ID of payee and/or transferee, Trustee's Government Issued photo ID, Beneficiaries Government Issued photo ID, Third party's government issued photo ID, Payee's government issued photo ID, Payer's government issued photo ID, Partner's government issued photo ID, Senior Manager's Government Issued photo ID, Employee Government Issued Photo ID, Individual in pooled account's Government Issued photo ID, Seller's/Beneficial Owner's of Sellers Government Issued Photo ID, Portfolio Group's Senior Manager Government Issued photo ID and evidence of residential address., Purchasing Fund's Beneficial Owner's Government Issued photo ID., Investor's Government Issued Photo ID, Beneficial owners of trust's government issued photo ID, Investor's Beneficial Owner's Government Issued Photo ID, Officer's Government Issued ID,[],[],[],[]
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where verification information can not be obtained from documents issued by a government department, agency, or by a court, information can come from documents issued by other public sector bodies or local authorities.","Was a document issued by a government department, agency, or by a court available to verify the client's identity?",,Document issued by public sector or local authority,"['Simplified Due Diligence', 'Client Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Social media data can be used to support verification information, but is not sufficient to verify information on its own.",Is there any information from social media about the client and its related parties?,Client's Social Media profile,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"If there are any suspicions that the source used to verify information is unreliable, alternative sources must be used.",Is there any suspicion that any of the sources used for verification are unreliable?,,Letter from lawyer or accountant,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Adverse Media, Politically Exposed Person, and Sanctions screening must be conducted on the client and any parties related to the client. This screening must include checks against lists of individuals known to have committed fraud, including identity fraud, and registers of deceased persons.","Has Adverse Media, Politically Exposed Person, and Sanctions screening been conducted on the client and any parties related to the client?",,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']","['Client', 'Beneficial Owner', 'Account Authorised Signatory', 'Additional Borrower', 'Adult acting on behalf of a minor', 'Beneficiary', 'Borrower', ""Client's Clients"", 'Control party', 'Drawee', 'Drawer', 'Employee', 'Executor', 'Founder', 'Individual Starting the new business', 'Individual who act on behalf of the corporate trust', 'Investor', 'Legal Professional', 'Member', 'Organisation Senior Management', 'Payee', 'Payer', 'Pooled Account Individual', 'Protector', 'Referee', 'Secondary Cardholder', 'Settlor', 'Transferee', 'Trustee', 'Underlying Client', 'Administrator', 'Advising Bank', 'Agent', 'Applicant', 'Assignee', 'Assignor', 'Broker or dealer', 'Buyer', ""Client's Parent"", 'Counterparty', 'Distributor', 'Exporter', 'Feeder Fund', 'Financial Advisor', 'Freight Forwarder', 'Fund', 'Fund Manager', 'General Partner', 'Guarantor', 'Importer', 'Instructing Party', 'Insurance Provider', 'Intermediary', 'Intermediate Beneficial Owner', 'Introducer', 'Investment Manager', 'Law or Accountancy firm', 'Lead Underwriter', 'Lender', 'Mandate Lead Arranger', 'Money Service Business', 'NewCo', 'Non-financial business and profession involved with the Trade Finance relationship', 'Other party', 'Port', 'Previous Pension Scheme', 'Professional Trustee', 'Security Provider', 'Security Trustee', 'Seller', 'Shipper or Carrier', 'Start-up fund', 'Supplier', 'Technical Bank', 'Third Party', 'Third Party Investment Vehicle', 'Tied Agent', 'Trade Finance Financial Institution', 'Umbrella Fund', 'Vendor', 'Vessel']","['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where a client or related party are found to have any association with financial sanctions. Relationships with sanctioned parties are prohibited.,Is there any evidence a client or its related party are found to have any association with financial sanctions?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']","['Client', 'Beneficial Owner', 'Account Authorised Signatory', 'Additional Borrower', 'Adult acting on behalf of a minor', 'Beneficiary', 'Borrower', ""Client's Clients"", 'Control party', 'Drawee', 'Drawer', 'Employee', 'Executor', 'Founder', 'Individual Starting the new business', 'Individual who act on behalf of the corporate trust', 'Investor', 'Legal Professional', 'Member', 'Organisation Senior Management', 'Payee', 'Payer', 'Pooled Account Individual', 'Protector', 'Referee', 'Secondary Cardholder', 'Settlor', 'Transferee', 'Trustee', 'Underlying Client', 'Administrator', 'Advising Bank', 'Agent', 'Applicant', 'Assignee', 'Assignor', 'Broker or dealer', 'Buyer', ""Client's Parent"", 'Counterparty', 'Distributor', 'Exporter', 'Feeder Fund', 'Financial Advisor', 'Freight Forwarder', 'Fund', 'Fund Manager', 'General Partner', 'Guarantor', 'Importer', 'Instructing Party', 'Insurance Provider', 'Intermediary', 'Intermediate Beneficial Owner', 'Introducer', 'Investment Manager', 'Law or Accountancy firm', 'Lead Underwriter', 'Lender', 'Mandate Lead Arranger', 'Money Service Business', 'NewCo', 'Non-financial business and profession involved with the Trade Finance relationship', 'Other party', 'Port', 'Previous Pension Scheme', 'Professional Trustee', 'Security Provider', 'Security Trustee', 'Seller', 'Shipper or Carrier', 'Start-up fund', 'Supplier', 'Technical Bank', 'Third Party', 'Third Party Investment Vehicle', 'Tied Agent', 'Trade Finance Financial Institution', 'Umbrella Fund', 'Vendor', 'Vessel']","['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Any clients that are individuals must provide evidence of their right to leave to enter or right to remain in the UK.,Does the client have right to leave to enter or right to remain in the UK?,,Evidence of right to leave to enter or right to remain in the UK,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Any clients that are individuals must be screened against a government approved data matching authority or anti-fraud firm to confirm their right to leave to enter or right to remain in the UK.,Do screening results confirm the client's right to leave to enter or right to remain in the UK?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Where a client cannot provide evidence of their right to leave to enter or remain in the UK, the client must be exited and the client informed of the reason for the exit.",Does the client have right to leave to enter or right to remain in the UK?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
